ID,Road,Latitude,Longitude,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100
I111,A4,38.9456915,-3.3855717,3,0,3,0,0,3,3,1,3,2,0,3,3,3,2,0,0,1,2,2,0,1,0,3,2,2,2,0,1,1,2,3,3,0,3,3,2,2,3,2,3,1,3,0,3,0,0,3,2,0,1,0,0,0,0,3,1,2,1,1,2,3,0,3,2,0,2,0,1,3,2,0,2,0,2,2,3,3,3,1,0,2,0,3,1,2,0,0,2,3,0,0,3,1,2,3,3,2,1,2
I112,A4,38.821721,-3.3956355,0,2,2,1,2,1,1,3,2,3,3,3,2,2,3,2,2,3,1,1,2,3,2,1,1,0,1,3,3,1,0,2,2,1,1,1,1,1,2,3,0,2,0,1,1,1,1,2,2,3,2,1,0,2,0,0,2,3,3,3,0,1,0,2,2,2,3,2,3,2,0,1,3,3,2,1,3,1,0,2,3,0,1,0,1,3,0,2,1,1,1,1,3,0,3,2,2,2,0,0
I113,A4,38.6597435,-3.4572403,3,3,3,0,3,3,1,3,1,1,1,1,2,2,3,2,1,2,3,3,1,1,2,0,1,3,3,3,1,1,1,1,3,1,0,0,1,0,1,0,3,0,2,2,2,0,3,2,2,3,1,0,0,3,1,0,2,0,1,0,3,2,0,0,0,3,2,1,0,2,3,1,3,1,3,3,0,0,2,0,3,3,3,0,0,3,3,0,0,0,0,3,1,0,2,2,1,2,0,0
I114,A4,38.5370544,-3.4932893,2,0,1,3,2,3,2,1,2,2,3,0,2,2,3,0,0,3,3,2,0,0,0,0,2,2,2,0,0,1,0,2,3,0,0,1,2,2,1,3,2,3,3,0,3,0,2,2,1,3,2,1,3,3,0,1,0,0,2,0,0,0,1,0,0,0,2,2,3,3,0,2,0,3,2,3,0,2,3,0,0,3,1,2,1,2,1,3,2,1,3,0,0,3,2,1,0,1,1,3
I115,A4,38.4989103,-3.5029129,2,2,3,2,3,3,1,1,2,1,2,0,1,3,1,0,3,2,2,3,1,2,3,1,1,2,3,0,1,2,3,3,1,2,2,1,3,3,0,3,0,1,2,3,1,3,2,3,1,2,0,1,2,1,1,3,2,2,3,3,3,0,1,0,1,1,1,3,2,2,1,0,0,0,1,3,2,2,0,1,0,1,1,1,2,2,3,2,3,2,3,0,3,0,2,1,3,2,3,0
I116,A4,38.4070434,-3.4997372,1,1,3,2,1,1,1,1,3,0,2,3,1,1,0,1,2,2,1,0,3,1,2,0,2,0,0,3,2,3,1,1,0,1,3,3,1,3,3,0,0,2,2,0,2,1,2,3,2,2,3,1,1,2,2,1,0,2,3,2,2,3,1,2,3,1,1,1,0,2,0,0,0,1,2,3,0,3,1,0,3,0,1,1,1,0,1,1,2,0,2,0,1,1,3,2,3,3,3,0
I117,A4,38.3731882,-3.5128693,2,2,1,0,2,0,1,1,3,1,2,3,0,0,0,1,0,3,3,2,3,0,3,0,1,3,2,1,3,2,3,2,1,0,3,1,3,0,1,1,0,0,0,2,0,3,3,3,3,3,3,2,0,0,0,2,1,0,0,3,3,2,2,0,0,2,3,0,0,0,3,0,3,3,1,3,2,1,1,2,3,3,1,2,0,2,1,0,0,0,0,0,2,0,0,0,2,1,0,0
I118,A4,38.3315906,-3.5428456,3,0,2,0,1,1,1,0,2,1,0,3,1,2,1,0,2,0,0,2,2,3,3,0,3,1,0,3,0,3,0,3,2,2,3,3,0,1,1,3,3,3,1,3,3,0,1,0,0,3,2,1,1,1,0,0,1,1,0,2,3,2,3,1,2,0,3,0,2,2,2,0,2,2,2,1,1,2,2,3,2,3,3,1,0,1,3,3,2,1,0,3,3,0,1,0,0,1,2,0
I119,A4,38.2376028,-3.6299423,2,2,1,3,0,2,0,0,1,2,3,0,0,3,1,2,1,3,1,0,2,0,3,3,3,2,0,2,1,1,0,1,1,2,2,0,0,0,2,1,2,1,0,2,3,1,3,2,1,0,1,2,0,0,1,0,3,2,0,1,3,3,3,0,2,1,1,2,0,1,2,3,1,2,3,0,0,1,3,1,2,3,3,0,0,3,1,2,0,2,0,1,2,3,2,1,1,1,0,0
I120,A4,38.1803106,-3.6951307,0,1,1,1,3,3,2,1,0,2,3,3,2,1,2,3,1,3,3,0,3,1,1,0,2,0,0,0,0,0,1,3,1,1,2,1,1,0,0,0,3,2,2,3,0,0,1,1,1,3,1,0,0,3,0,1,0,2,1,0,3,3,0,1,2,0,1,3,2,2,1,1,1,1,3,2,1,1,3,1,2,0,0,0,3,2,3,0,1,3,1,1,1,3,1,3,3,2,3,2
I121,A4,38.132105,-3.7498264,0,2,2,1,1,0,0,2,3,3,3,0,2,3,2,1,1,0,0,0,3,3,3,0,1,0,3,3,3,0,0,3,2,2,0,3,0,0,2,1,2,0,3,2,1,2,2,0,2,3,0,2,2,0,2,0,3,0,0,2,0,0,1,1,1,1,3,3,1,1,3,2,3,3,2,3,0,3,0,0,3,3,0,0,1,2,1,3,0,3,2,0,3,2,1,1,2,3,1,0
I122,A4,38.1080493,-3.7871841,2,1,3,0,2,1,2,1,0,3,0,0,0,2,2,0,1,2,2,0,3,1,2,0,2,2,0,0,3,0,0,3,1,3,1,2,2,3,0,3,0,0,3,1,3,3,2,3,2,3,3,3,3,0,0,1,3,3,1,2,3,3,2,2,1,3,2,2,1,0,1,2,2,3,3,1,0,1,3,3,1,3,0,3,1,2,1,2,1,2,1,2,2,2,2,0,0,1,3,2
I123,A4,38.0488641,-3.9087204,0,3,2,3,1,1,2,2,3,0,3,0,3,1,2,2,0,2,2,3,0,1,0,2,0,2,2,2,2,2,3,0,3,3,0,0,0,2,0,0,0,2,2,3,1,0,2,1,2,0,2,2,3,3,2,1,0,1,2,0,3,1,3,1,2,2,0,2,3,1,2,2,2,1,2,2,1,2,1,0,0,2,2,3,2,0,0,0,1,1,0,2,2,3,3,2,2,1,2,0
I124,A4,38.0381671,-4.033883,2,3,2,1,0,3,3,2,1,3,1,3,1,1,1,3,3,0,0,3,3,1,2,2,2,3,3,3,3,0,2,0,0,1,2,2,3,1,3,2,3,1,2,1,2,1,0,3,1,2,3,3,2,0,1,0,3,1,2,1,1,3,0,3,0,3,3,0,0,1,1,0,1,2,3,1,0,0,1,0,0,1,1,1,3,0,2,3,2,0,1,3,2,2,1,2,3,1,3,2
I125,A4,38.0371531,-4.1460208,2,1,0,0,2,1,1,2,2,3,2,0,3,1,2,0,3,2,1,0,3,1,0,0,3,1,3,3,3,3,2,0,3,1,1,0,0,3,1,0,2,0,2,1,1,1,3,1,0,2,0,0,0,2,3,2,1,0,2,2,0,2,0,0,2,0,1,2,3,3,0,2,3,0,3,1,1,2,0,1,2,0,2,0,2,3,0,3,2,0,2,3,3,2,3,1,1,2,2,2
I126,A4,38.0070813,-4.2235474,2,0,0,2,2,3,3,2,1,1,1,1,1,0,2,1,1,0,2,0,2,3,3,3,0,3,3,0,1,1,3,1,3,2,1,1,1,0,1,2,3,2,0,1,1,0,0,2,1,0,1,3,1,0,2,0,1,1,2,2,3,1,3,2,1,0,3,2,3,2,0,1,2,2,2,2,3,1,2,0,1,0,1,2,1,1,3,0,2,1,1,0,2,1,0,2,2,0,0,0
I127,A4,37.9868574,-4.2930702,2,3,1,3,1,0,1,0,2,1,0,0,1,3,2,3,2,2,0,2,2,0,2,1,0,0,3,3,0,1,3,1,1,0,2,2,3,3,2,2,1,1,0,3,2,3,1,2,0,3,3,0,0,1,2,2,2,1,3,2,1,0,2,0,1,2,1,3,3,3,0,1,2,3,0,2,1,1,1,2,0,2,3,0,1,2,1,1,1,3,2,0,1,3,1,2,0,2,3,3
I128,A4,38.0097864,-4.3663696,0,1,2,0,2,2,1,0,3,1,3,0,3,1,2,2,3,1,1,2,2,1,1,2,3,1,2,1,3,1,3,1,1,1,1,2,0,0,2,3,2,2,3,0,0,3,0,3,1,2,1,3,3,0,2,3,0,2,0,2,2,1,1,3,3,2,3,2,2,2,3,2,2,1,0,0,3,0,3,0,1,1,3,3,2,3,0,1,2,0,1,2,2,3,1,3,2,0,2,2
I129,A4,37.9679891,-4.4614453,2,3,3,0,0,0,2,3,2,3,1,0,0,1,0,3,0,3,1,0,3,1,3,0,0,1,3,1,2,0,2,3,0,0,0,3,2,3,0,2,2,1,1,0,0,3,0,2,1,1,3,0,0,2,1,3,1,2,1,2,3,1,3,3,0,1,3,2,2,2,3,3,3,3,1,3,1,1,3,1,1,1,1,1,1,1,3,0,1,1,0,0,0,2,2,1,2,1,0,1
I130,A4,37.9523907,-4.5225353,3,3,2,2,2,0,3,1,2,2,3,0,2,3,0,3,3,0,3,2,2,3,2,2,3,1,1,2,0,2,1,2,2,1,2,3,0,3,0,0,1,0,0,2,2,2,3,3,0,1,1,3,0,0,3,3,0,0,0,3,3,1,0,0,1,0,0,2,3,3,3,1,3,3,0,3,0,2,0,1,2,1,3,0,2,0,2,0,3,1,2,0,1,3,2,3,0,1,0,1
I131,A4,37.9370259,-4.5695276,2,1,0,2,0,1,1,0,0,1,3,0,3,2,0,0,3,1,2,2,2,1,0,3,3,3,2,2,3,2,2,0,1,1,0,1,3,1,0,3,1,0,2,3,0,3,0,0,3,0,0,0,2,3,2,3,0,1,3,3,3,1,3,3,2,1,0,2,3,0,2,2,0,3,0,3,0,0,0,2,3,0,2,3,1,3,2,1,2,2,3,3,0,2,2,3,1,3,3,2
I132,A4,37.9079288,-4.6044392,0,3,0,1,1,0,1,2,3,2,2,2,0,3,1,3,3,2,1,2,2,3,0,2,1,3,2,0,2,2,2,1,2,1,1,3,0,2,2,2,3,0,1,2,0,0,2,1,1,3,3,1,0,2,2,3,0,3,3,3,2,0,0,0,3,0,0,3,3,2,3,2,3,2,1,3,2,1,2,2,2,2,0,0,2,2,3,2,1,3,3,3,3,1,3,3,3,0,1,3
I133,A4,37.9014105,-4.6574611,0,3,2,1,0,0,0,1,1,0,2,2,3,2,3,2,1,1,0,0,3,1,3,2,3,3,0,3,1,3,2,1,2,3,2,3,3,3,1,1,3,2,3,3,1,1,0,2,0,0,3,2,0,1,2,2,0,1,1,3,3,2,1,1,2,0,1,3,1,0,0,1,0,0,0,3,2,0,3,1,0,1,2,3,1,0,1,0,3,2,0,2,2,3,2,1,0,3,3,0
I134,A4,37.8945867,-4.7329921,2,1,0,0,1,1,0,3,2,0,1,0,2,3,3,1,0,1,3,3,2,3,2,1,3,0,3,0,1,1,2,3,1,0,2,3,1,0,1,2,1,3,3,1,3,0,2,3,2,3,2,2,2,3,1,2,2,0,3,2,2,2,2,1,0,3,3,3,3,2,0,0,0,3,2,2,3,1,0,0,1,1,2,1,0,1,0,0,0,2,1,3,1,0,3,0,2,0,1,2
I135,A4,37.7941216,-4.8125143,3,3,0,2,2,0,0,1,3,1,3,2,0,0,3,3,3,1,0,2,3,2,0,2,2,3,1,3,3,2,2,3,1,3,1,0,1,1,2,0,0,3,2,1,3,3,2,1,0,1,3,1,3,1,3,0,3,3,0,0,3,0,0,1,1,0,3,1,1,0,2,2,1,2,1,0,3,2,1,2,1,1,0,0,3,2,2,2,0,0,0,0,0,1,1,1,2,1,2,0
I136,A4,37.7350904,-4.8517818,0,0,0,0,1,2,1,1,3,0,1,0,2,3,0,1,3,1,1,1,3,1,2,3,2,3,3,2,3,3,2,0,2,3,1,0,0,1,2,1,2,0,2,2,1,3,1,2,2,0,3,0,1,2,1,3,1,3,3,1,3,0,1,2,2,3,0,0,1,2,3,1,3,3,2,1,1,1,0,1,1,0,3,0,0,1,0,1,0,0,1,3,1,2,3,1,2,2,3,1
I137,A4,37.7118041,-4.9049969,1,2,1,1,2,2,3,2,2,0,3,1,1,1,3,3,3,1,3,0,1,3,0,3,2,1,0,3,0,0,1,1,3,2,0,0,2,3,0,2,1,3,0,2,1,1,1,1,0,0,0,0,3,3,1,2,3,2,3,1,0,3,2,1,2,2,2,1,3,2,2,3,3,0,0,1,3,3,0,1,2,3,0,2,2,2,3,2,3,1,1,0,2,3,3,0,3,3,2,0
I138,A4,37.6832465,-4.9257035,3,1,3,3,3,0,2,0,0,2,1,3,0,0,0,0,2,0,1,3,2,2,3,3,1,0,2,2,1,3,2,3,1,3,3,0,3,0,0,3,2,3,3,1,2,1,1,3,3,2,3,2,1,0,0,3,3,1,1,3,3,0,2,2,2,0,3,0,3,2,1,3,2,2,2,3,2,1,1,3,0,3,2,3,1,3,3,0,2,1,3,1,2,2,0,0,0,0,0,0
I139,A4,37.5962665,-4.9762792,3,3,2,0,2,0,3,3,1,2,2,3,0,0,2,3,1,0,2,2,2,2,0,3,3,1,1,0,2,0,1,3,0,0,2,0,1,3,3,0,3,0,0,1,3,1,3,0,1,2,2,0,2,2,1,3,1,1,0,1,3,1,1,3,1,2,1,0,2,2,2,2,3,0,2,1,1,0,1,1,2,0,1,1,1,0,1,3,2,1,2,2,1,1,1,3,2,1,2,1
I140,A4,37.5495656,-5.0423259,2,0,1,1,1,2,1,0,3,3,0,3,3,0,1,3,3,0,1,0,0,3,3,3,2,0,2,3,2,1,0,2,0,3,0,1,0,3,3,2,1,1,1,2,2,0,3,2,1,0,0,0,1,3,2,0,3,1,2,2,3,2,2,3,0,3,1,2,0,2,1,1,3,2,1,2,3,0,0,0,3,3,3,0,3,0,2,1,0,1,2,3,1,0,3,3,3,0,2,0
I141,A4,37.5239984,-5.1334913,3,1,2,1,1,2,3,0,3,1,0,0,2,1,3,2,2,1,1,0,1,3,1,3,0,0,0,3,0,3,3,1,3,3,3,1,1,3,0,1,0,2,0,2,2,1,1,0,1,3,0,2,0,2,1,1,3,0,2,1,2,0,2,0,1,1,2,3,1,2,3,0,0,3,1,0,3,1,2,0,2,0,0,2,0,1,2,1,2,1,0,2,2,2,0,3,2,1,2,2
I142,A4,37.5239304,-5.2080568,0,0,0,1,2,3,2,1,2,1,1,0,3,2,0,3,2,2,0,3,2,1,1,0,0,0,3,2,3,2,2,1,3,2,0,0,3,2,3,0,3,3,0,0,1,3,1,1,1,1,2,1,3,3,0,3,3,0,3,3,0,1,0,2,3,0,1,1,2,2,0,2,0,2,2,2,0,2,2,1,1,2,3,3,0,1,0,1,0,1,0,0,0,1,1,1,3,1,3,2
I143,A4,37.5026547,-5.4504427,3,3,2,3,1,1,0,0,0,1,1,0,2,3,1,3,1,2,2,3,1,2,0,0,0,2,0,3,3,0,0,1,3,1,2,1,2,0,0,3,2,3,0,0,1,2,2,0,1,2,0,1,1,0,2,3,3,0,0,1,2,1,1,0,1,0,2,3,0,0,1,2,1,3,3,1,2,0,0,0,2,1,1,3,1,3,2,2,3,1,1,1,0,2,0,0,1,1,0,3
I144,A4,37.4803684,-5.5959471,3,0,0,2,1,2,2,1,3,0,2,3,1,1,2,1,1,1,3,0,2,0,1,2,0,1,3,3,2,2,0,2,0,0,0,2,2,2,3,1,3,2,1,0,3,0,1,2,0,3,0,2,3,0,3,0,1,3,3,2,1,0,0,2,2,1,3,3,2,3,1,3,2,2,0,3,0,3,0,1,1,2,2,0,0,0,3,2,1,0,3,1,0,1,2,0,1,0,0,1
I145,A4,37.4719561,-5.6871422,0,0,1,2,0,3,0,0,0,2,3,1,2,2,2,2,0,1,1,0,2,1,3,2,0,2,3,2,0,1,3,1,1,0,1,0,3,2,1,2,2,0,3,1,1,0,2,1,3,1,0,2,3,0,1,3,0,2,2,3,2,3,0,0,3,0,3,0,0,2,3,0,2,0,0,3,3,3,2,0,3,0,2,3,0,0,0,3,3,3,0,2,1,3,0,2,1,0,2,0
I146,A4,37.4536808,-5.7586821,0,2,0,2,2,1,0,0,1,3,1,1,1,2,1,1,1,3,1,3,1,3,3,3,3,3,1,2,1,2,3,1,2,2,3,0,0,1,2,0,0,1,3,3,1,2,0,2,1,1,3,0,3,0,0,2,3,2,3,2,1,3,2,3,0,3,2,0,3,0,2,0,0,2,2,1,1,0,3,0,3,2,2,2,2,3,3,1,0,1,0,2,3,1,1,2,2,3,0,0
I147,A4,37.4326749,-5.8152445,0,1,3,2,3,2,3,2,3,1,0,1,0,1,3,1,1,3,0,2,2,3,3,2,3,3,1,2,2,2,0,3,1,1,3,0,2,0,1,3,1,1,2,2,0,0,3,2,0,1,0,0,3,0,2,1,3,2,0,3,2,0,2,2,2,2,2,3,0,0,2,1,3,2,3,0,1,3,0,1,1,0,0,1,2,1,2,2,1,2,0,1,1,3,3,3,1,1,0,1
I148,A4,37.4236777,-5.906268,1,0,2,3,0,0,1,1,0,3,1,1,0,1,1,0,1,2,1,2,0,1,2,0,1,2,2,2,0,0,2,3,3,2,3,1,3,1,1,0,0,1,1,0,2,1,0,1,3,2,1,2,2,0,3,1,2,0,3,2,3,1,1,3,1,3,1,2,2,1,0,2,0,1,2,3,2,1,3,1,2,0,2,0,1,2,0,1,2,0,1,0,0,3,0,2,0,2,3,3
I149,A4,37.3259353,-5.9853611,1,0,3,3,0,2,0,1,3,3,0,3,3,3,1,2,1,0,2,0,0,3,0,3,2,0,3,0,2,1,2,0,2,1,2,0,2,2,2,2,3,3,2,2,0,2,0,3,3,2,1,1,1,3,1,2,3,2,1,0,1,1,1,1,2,0,0,1,1,1,1,1,1,3,2,2,3,0,1,3,1,0,3,1,0,1,2,2,3,1,3,2,3,1,3,1,3,2,2,3
I150,A4,37.267762,-5.9693964,1,0,2,2,3,1,0,2,3,1,1,2,3,3,0,0,3,1,0,0,0,0,0,1,2,1,3,3,0,3,0,2,0,3,2,2,1,0,2,1,3,3,0,3,1,3,2,2,3,0,1,3,3,2,1,1,1,0,2,1,3,2,3,0,3,3,0,2,2,2,1,1,0,3,2,1,0,1,1,0,3,3,0,1,3,1,0,0,0,0,1,1,3,3,3,0,1,2,1,2
I151,A4,37.2389441,-5.9108599,3,1,1,2,2,2,2,0,1,0,2,2,3,1,3,2,1,3,1,2,3,3,2,1,3,1,1,3,2,2,3,3,2,0,3,3,3,3,3,3,3,2,1,3,2,3,2,1,2,1,3,3,3,1,1,2,2,0,3,0,3,2,1,2,2,3,0,0,0,3,1,3,3,0,0,2,2,2,0,3,2,0,0,2,1,3,2,3,1,3,0,1,2,1,2,0,0,0,0,2
I152,A4,37.1220582,-5.9285196,1,0,1,1,2,1,2,2,1,2,1,1,1,2,1,1,1,1,1,0,3,0,3,0,1,1,3,2,2,2,1,0,3,3,2,2,3,3,2,3,3,2,0,1,0,1,1,0,1,1,1,3,0,2,2,0,0,3,3,2,3,1,2,2,3,3,3,0,0,1,3,1,2,3,3,3,2,2,0,3,2,0,0,3,2,0,2,3,2,3,3,3,3,3,2,0,1,1,0,0
I153,A4,36.8610353,-5.9949526,1,3,1,1,0,0,2,3,2,2,1,3,3,2,1,3,2,0,0,1,0,2,1,2,1,2,0,1,1,3,3,3,3,1,1,2,1,2,3,2,2,2,2,0,1,1,0,0,2,2,3,2,3,3,1,1,2,3,3,1,1,3,1,3,2,2,0,2,1,3,0,2,2,2,2,3,1,1,3,1,0,0,0,3,0,1,3,1,1,2,0,0,1,1,0,3,3,1,3,0
I154,A4,36.819512,-6.0354217,1,0,2,3,0,2,3,1,0,2,3,0,2,1,2,2,1,0,2,0,2,0,1,2,0,3,0,1,2,0,2,3,1,2,0,2,3,3,1,2,0,3,3,3,1,3,1,3,1,3,1,0,0,3,2,0,1,3,1,3,3,3,1,0,3,1,2,3,2,1,3,0,2,1,2,1,1,0,0,2,0,1,0,1,3,1,3,2,1,3,3,2,1,3,3,0,0,1,1,0
I155,A4,36.6741706,-6.0882089,3,1,0,0,1,3,1,2,0,1,1,3,1,2,2,1,1,2,2,2,1,1,2,0,3,2,2,3,3,3,0,0,1,2,1,1,0,3,1,0,3,1,2,3,1,2,0,3,2,2,0,2,1,0,0,1,1,0,3,0,1,1,0,3,1,1,3,3,1,3,2,3,3,1,1,1,0,1,0,0,3,2,3,2,2,1,3,2,0,0,0,3,2,2,0,0,0,1,3,0
I156,A4,36.5848848,-6.0907839,3,0,0,2,1,3,3,0,2,0,1,3,2,2,3,3,3,0,0,1,3,0,3,3,0,0,2,0,2,2,2,0,2,1,1,2,0,0,2,3,0,3,3,3,2,1,2,2,3,0,0,3,1,3,3,2,2,0,1,1,2,1,2,3,2,0,2,3,0,2,2,2,0,3,3,2,1,2,3,2,0,3,3,3,0,1,2,3,2,2,3,2,0,1,0,1,1,2,3,2
